Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Homme,Célibataire,0,Qualifié,Entrepreneur,6822,0.0,141.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Non qualifié,Employé en CDI,6216,0.0,133.0,360.0,1.0,Rural,Rejeté
Homme,Marié,1,Qualifié,Employé en CDI,6325,0.0,175.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,5185,0.0,155.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,2764,1459.0,110.0,360.0,1.0,Urbain,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,8750,4996.0,130.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,4310,0.0,130.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,5391,0.0,130.0,360.0,1.0,Urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3333,2500.0,128.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,6000,0.0,156.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Qualifié,Entrepreneur,7167,0.0,128.0,360.0,1.0,Urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,4566,0.0,100.0,360.0,1.0,Urbain,Rejeté
Homme,Célibataire,0,Non qualifié,Employé en CDI,2346,1600.0,132.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2333,2417.0,136.0,360.0,1.0,Urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,5488,0.0,125.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,3 ou +,Qualifié,Employé en CDI,9167,0.0,185.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2583,2115.0,120.0,360.0,1.0,Urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,3100,1400.0,113.0,360.0,1.0,Urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,3276,484.0,135.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3033,1459.0,95.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Non qualifié,Employé en CDI,3902,1666.0,109.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,0,Non qualifié,Employé en CDI,1963,0.0,53.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Entrepreneur,7441,0.0,194.0,360.0,1.0,Rural,Rejeté
Femme,Célibataire,0,Qualifié,Employé en CDI,4547,0.0,115.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Non qualifié,Employé en CDI,2167,2400.0,115.0,360.0,1.0,Urbain,Accepté
Femme,Célibataire,0,Non qualifié,Employé en CDI,2213,0.0,66.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,1,Non qualifié,Entrepreneur,3867,0.0,62.0,360.0,1.0,Semi-urbain,Rejeté
Homme,Marié,0,Qualifié,Employé en CDI,6256,0.0,160.0,360.0,1.0,Urbain,Accepté
Homme,Marié,0,Non qualifié,Employé en CDI,2253,2033.0,110.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,2995,0.0,60.0,360.0,1.0,Urbain,Accepté
Femme,Célibataire,1,Qualifié,Employé en CDI,2600,0.0,160.0,360.0,1.0,Urbain,Rejeté
Homme,Marié,0,Qualifié,Employé en CDI,1025,2773.0,112.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3246,1417.0,138.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,5829,0.0,138.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,1820,1719.0,100.0,360.0,1.0,Urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2666,4300.0,121.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,1,Non qualifié,Employé en CDI,4606,0.0,81.0,360.0,1.0,Rural,Rejeté
Homme,Marié,2,Qualifié,Employé en CDI,5935,0.0,133.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2920,16.12000084,87.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,1,Qualifié,Entrepreneur,8624,0.0,150.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2425,2340.0,143.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,3750,0.0,100.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,1926,1851.0,50.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2213,1125.0,128.0,360.0,1.0,Urbain,Accepté
Femme,Marié,0,Non qualifié,Entrepreneur,7142,0.0,138.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,3660,5064.0,187.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,7901,1833.0,180.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,3 ou +,Non qualifié,Employé en CDI,4707,1993.0,148.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,1,Qualifié,Entrepreneur,3466,1210.0,130.0,360.0,1.0,Rural,Accepté
Homme,Marié,2,Non qualifié,Employé en CDI,4652,0.0,110.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3539,1376.0,55.0,360.0,1.0,Rural,Rejeté
Homme,Célibataire,1,Non qualifié,Entrepreneur,2769,1542.0,190.0,360.0,1.0,Semi-urbain,Rejeté
Homme,Célibataire,0,Qualifié,Entrepreneur,7085,0.0,84.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,3859,0.0,96.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,4301,0.0,118.0,360.0,1.0,Urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3708,2569.0,173.0,360.0,1.0,Urbain,Rejeté
Homme,Célibataire,2,Qualifié,Employé en CDI,4354,0.0,136.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,8334,0.0,160.0,360.0,1.0,Semi-urbain,Rejeté
Homme,Marié,0,Qualifié,Entrepreneur,2083,4083.0,160.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3015,2188.0,153.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,1,Non qualifié,Employé en CDI,5191,0.0,132.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,6000,0.0,140.0,360.0,1.0,Rural,Accepté
Femme,Marié,2,Non qualifié,Employé en CDI,210,2917.0,98.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,4333,2451.0,110.0,360.0,1.0,Urbain,Rejeté
Homme,Marié,1,Qualifié,Entrepreneur,3450,2079.0,162.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,4691,0.0,100.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Entrepreneur,2500,0.0,93.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,2,Qualifié,Employé en CDI,5532,4648.0,162.0,360.0,1.0,Rural,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,2947,1603.0,128.0,360.0,1.0,Urbain,Rejeté
Femme,Célibataire,0,Non qualifié,Employé en CDI,4350,0.0,154.0,360.0,1.0,Rural,Accepté
Homme,Marié,3 ou +,Non qualifié,Employé en CDI,3095,0.0,113.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2083,3150.0,128.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,8333,0.0,246.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,1,Non qualifié,Employé en CDI,1958,2436.0,131.0,360.0,1.0,Rural,Accepté
Homme,Marié,2,Qualifié,Entrepreneur,4583,2083.0,160.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,2435,0.0,75.0,360.0,1.0,Urbain,Rejeté
Homme,Célibataire,0,Non qualifié,Employé en CDI,2699,2785.0,96.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,1,Non qualifié,Employé en CDI,5333,1131.0,186.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Non qualifié,Employé en CDI,3691,0.0,110.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Non qualifié,Employé en CDI,2600,1700.0,107.0,360.0,1.0,Rural,Accepté
Homme,Marié,1,Qualifié,Entrepreneur,2895,0.0,95.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,3159,0.0,100.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,4865,5624.0,208.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,1,Non qualifié,Employé en CDI,4050,5302.0,138.0,360.0,1.0,Rural,Rejeté
Homme,Marié,2,Qualifié,Employé en CDI,3510,4416.0,243.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,3583,0.0,96.0,360.0,1.0,Urbain,Rejeté
Homme,Marié,0,Qualifié,Entrepreneur,2479,3013.0,188.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Non qualifié,Employé en CDI,3598,1287.0,100.0,360.0,1.0,Rural,Rejeté
Homme,Marié,1,Qualifié,Employé en CDI,6065,2004.0,250.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,3283,2035.0,148.0,360.0,1.0,Urbain,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,3466,3428.0,150.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,4683,1915.0,185.0,360.0,1.0,Semi-urbain,Rejeté
Femme,Célibataire,0,Non qualifié,Employé en CDI,3400,0.0,95.0,360.0,1.0,Rural,Rejeté
Homme,Marié,2,Non qualifié,Employé en CDI,2192,1742.0,45.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,2500,0.0,55.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,3 ou +,Qualifié,Entrepreneur,5677,1424.0,100.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,4680,2087.0,128.0,360.0,1.0,Semi-urbain,Rejeté
Homme,Marié,0,Qualifié,Employé en CDI,3775,0.0,110.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,1,Non qualifié,Employé en CDI,2679,1302.0,94.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Non qualifié,Employé en CDI,6783,0.0,130.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,1025,5500.0,216.0,360.0,1.0,Rural,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,4281,0.0,100.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Non qualifié,Employé en CDI,2550,2042.0,126.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,2,Qualifié,Employé en CDI,3617,0.0,107.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Non qualifié,Employé en CDI,2917,536.0,66.0,360.0,1.0,Rural,Rejeté
Femme,Célibataire,1,Qualifié,Employé en CDI,3652,0.0,95.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,1,Non qualifié,Employé en CDI,2239,2524.0,128.0,360.0,1.0,Urbain,Accepté
Femme,Marié,0,Non qualifié,Employé en CDI,3017,663.0,102.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2768,1950.0,155.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,2526,1783.0,145.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,2785,2016.0,110.0,360.0,1.0,Rural,Accepté
Homme,Marié,1,Non qualifié,Employé en CDI,2492,2375.0,128.0,360.0,1.0,Rural,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,3333,3250.0,158.0,360.0,1.0,Urbain,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,5468,1032.0,26.0,360.0,1.0,Semi-urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,2667,1625.0,84.0,360.0,1.0,Urbain,Accepté
Homme,Marié,3 ou +,Qualifié,Entrepreneur,10139,0.0,260.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3887,2669.0,162.0,360.0,1.0,Semi-urbain,Accepté
Femme,Marié,0,Qualifié,Employé en CDI,4180,2306.0,182.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Non qualifié,Employé en CDI,3675,242.0,108.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,5923,2054.0,211.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Non qualifié,Entrepreneur,5800,0.0,132.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,0,Non qualifié,Employé en CDI,4467,0.0,120.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,3333,0.0,70.0,360.0,1.0,Urbain,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,2378,0.0,9.0,360.0,1.0,Urbain,Rejeté
Homme,Marié,1,Qualifié,Employé en CDI,3417,1750.0,186.0,360.0,1.0,Urbain,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,6406,0.0,150.0,360.0,1.0,Semi-urbain,Rejeté
Homme,Célibataire,0,Qualifié,Employé en CDI,3229,2739.0,110.0,360.0,1.0,Urbain,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,1782,2232.0,107.0,360.0,1.0,Rural,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,3182,2917.0,161.0,360.0,1.0,Urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,6540,0.0,205.0,360.0,1.0,Semi-urbain,Accepté
Femme,Marié,0,Qualifié,Employé en CDI,3166,0.0,36.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,1880,0.0,61.0,360.0,1.0,Rural,Rejeté
Homme,Marié,0,Qualifié,Employé en CDI,2297,1522.0,104.0,360.0,1.0,Urbain,Accepté
Femme,Célibataire,0,Non qualifié,Employé en CDI,2165,0.0,70.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,4750,0.0,94.0,360.0,1.0,Semi-urbain,Accepté
Homme,Célibataire,0,Non qualifié,Employé en CDI,3833,0.0,110.0,360.0,1.0,Rural,Accepté
Homme,Marié,2,Non qualifié,Entrepreneur,6383,1000.0,187.0,360.0,1.0,Rural,Rejeté
Homme,Marié,0,Qualifié,Entrepreneur,9963,0.0,180.0,360.0,1.0,Rural,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,5780,0.0,192.0,360.0,1.0,Urbain,Accepté
Homme,Marié,0,Non qualifié,Employé en CDI,2894,2792.0,155.0,360.0,1.0,Rural,Accepté
Homme,Marié,3 ou +,Qualifié,Employé en CDI,5703,0.0,128.0,360.0,1.0,Urbain,Accepté
Homme,Célibataire,0,Qualifié,Employé en CDI,3676,4301.0,172.0,360.0,1.0,Rural,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,3400,2500.0,173.0,360.0,1.0,Semi-urbain,Accepté
Homme,Marié,2,Non qualifié,Employé en CDI,3987,1411.0,157.0,360.0,1.0,Rural,Accepté
Homme,Marié,0,Qualifié,Employé en CDI,3232,1950.0,108.0,360.0,1.0,Rural,Accepté
Femme,Célibataire,0,Qualifié,Employé en CDI,2900,0.0,71.0,360.0,1.0,Rural,Accepté
Homme,Marié,1,Qualifié,Employé en CDI,8072,240.0,253.0,360.0,1.0,Urbain,Accepté
Homme,Marié,2,Qualifié,Employé en CDI,7583,0.0,187.0,360.0,1.0,Urbain,Accepté
